,athlete_id,firstName,lastName,weight,heightInches,dob
5533,4038941,Justin,Herbert,236,78,03-10-1998
5534,4039413,Alohi,Gilman,201,70,09-17-1997
5535,4258199,Cesar,Ruiz,316,76,06-14-1999
5536,3122925,Derrick,Kelly II,320,77,08-23-1995
5537,3911853,Adam,Trautman,253,77,02-05-1997
5538,3917657,Zack,Baun,225,75,12-30-1996
5539,4035170,Marquez,Callaway,204,74,03-27-1998
5540,4039064,Malcolm,Roach,290,75,06-09-1998
5541,4045180,Blake,Gillikin,196,74,01-21-1998
5542,4034790,Antoine,Winfield Jr.,203,69,08-16-1998
5543,4240589,Tristan,Wirfs,320,77,01-24-1999
5544,2310331,Tyler,Johnson,205,73,08-25-1998
5545,2982323,Brad,Seaton,330,81,11-23-1993
5546,3699530,Khalil,Davis,308,73,08-22-1996
5547,3722375,John,Molchon,309,77,02-02-1997
5548,3917612,Ke'Shawn,Vaughn,214,70,05-04-1997
5549,3933407,Quinton,Bell,251,76,05-09-1996
5550,4034496,Cam,Gill,240,75,12-14-1997
5551,4037647,Parnell,Motley,180,72,02-13-1995
5552,4683123,John,Hurst,190,74,11-02-1996
5553,3144994,Ross,Reynolds,300,76,09-14-1995
5554,3916075,Colton,McKivitz,301,78,08-09-1996
5555,3931424,Demetrius,Flannigan-Fowles,223,74,09-04-1996
5556,4035020,Charlie,Woerner,241,77,10-16-1997
5557,4259491,Javon,Kinlaw,319,77,10-03-1997
5558,4360438,Brandon,Aiyuk,200,72,03-17-1998
5559,4035462,Isaiah,Simmons,238,76,07-26-1998
5560,3040206,Chris,Streveler,216,73,01-06-1995
5561,3914630,Josh,Jones,319,77,06-22-1997
5562,4035452,Rashard,Lawrence,308,74,08-27-1998
5563,4035666,Leki,Fotu,334,77,08-23-1998
5564,4242873,Eno,Benjamin,207,69,04-13-1999
5565,4040613,Jordan,Fuller,203,74,03-04-1998
5566,4240021,Cam,Akers,217,70,06-22-1999
5567,3124092,John,Wolford,218,73,10-16-1995
5568,3914150,Marquise,Copeland,287,74,05-09-1997
5569,3916209,Xavier,Jones,208,71,08-24-1997
5570,3918003,Brycen,Hopkins,245,76,03-27-1997
5571,3930066,Van,Jefferson,200,73,07-26-1996
5572,4034967,Jachai,Polite,258,75,03-30-1998
5573,4035478,Tremayne,Anchrum Jr.,314,74,06-24-1998
5574,4035663,Terrell,Burgess,202,71,11-12-1998
5575,4038994,Sam,Sloman,205,68,09-19-1997
5576,4040703,Eric,Banks,274,77,01-30-1998
5577,4040732,Raymond,Calais,188,68,04-02-1998
5578,4040968,Terrell,Lewis,262,77,08-25-1998
5579,4046715,Trishton,Jackson,191,73,03-09-1998
5580,3915834,Terence,Steele,310,78,06-04-1997
5581,4040966,Trevon,Diggs,195,74,09-20-1998
5582,4241389,CeeDee,Lamb,200,74,04-08-1999
5583,3892883,Neville,Gallimore,302,74,01-17-1997
5584,3895785,Ben,DiNucci,215,74,11-24-1996
5585,3917006,Reggie,Robinson II,200,73,04-14-1997
5586,4035660,Bradlee,Anae,260,75,01-17-1998
5587,4035788,Tyler,Biadasz,316,75,11-20-1997
5588,4036275,Sean,McKeon,238,77,12-28-1997
5589,4038815,Rico,Dowdle,215,72,06-14-1998
5590,4362706,Stephen,Guidry,201,75,03-25-1997
5591,4242973,Darnay,Holmes,195,70,06-23-1998
5592,4259566,Andrew,Thomas,315,77,01-22-1999
5593,3915142,Shane,Lemieux,310,76,05-12-1997
5594,3915171,Tae,Crowder,235,75,03-12-1997
5595,3921936,Matt,Peart,318,79,06-11-1997
5596,4034766,Carter,Coughlin,236,75,07-21-1997
5597,4038811,TJ,Brunson,230,73,12-03-1997
5598,4045165,Cam,Brown,233,77,04-01-1998
5599,4241470,Xavier,McKinney,201,72,08-08-1998
5600,4242245,Jaquarius,Landrews,200,72,09-15-1996
5601,3699462,Carlos,Davis,320,74,08-22-1996
5602,3917599,Kevin,Dotson,321,76,09-18-1996
5603,4037333,Alex,Highsmith,242,76,08-07-1997
5604,4046692,Chase,Claypool,238,76,07-07-1998
5605,4241941,Anthony,McFarland Jr.,193,68,03-04-1999
5606,4259252,James,Pierre,185,74,09-16-1996
5607,4035448,Lloyd,Cushenberry,315,76,11-22-1997
5608,3894830,Michael,Ojemudia,200,73,09-12-1997
5609,3919548,Justin,Strnad,235,75,08-21-1996
5610,3925443,Jacob,Bobenmoyer,235,74,05-28-1997
5611,3929850,P.J.,Locke,202,70,02-12-1997
5612,3930915,Derrek,Tuszka,246,77,07-11-1997
5613,4034964,Tyrie,Cleveland,205,74,09-20-1997
5614,4035115,Albert,Okwuegbunam,258,77,04-25-1998
5615,4035566,McTelvin,Agim,309,75,09-25-1997
5616,4037216,Essang,Bassey,190,70,09-12-1998
5617,4040910,Netane,Muti,307,75,03-27-1999
5618,4240380,KJ,Hamler,178,69,07-08-1999
5619,4241463,Jerry,Jeudy,193,73,04-24-1999
5620,4043605,Chris,Jackson,193,70,04-13-1998
5621,3042749,Logan,Woodside,213,73,01-27-1995
5622,3929785,Nick,Westbrook-Ikhine,211,74,03-21-1997
5623,4035433,Kristian,Fulton,197,71,09-03-1998
5624,4036431,Darrynton,Evans,203,70,07-09-1998
5625,4040537,Aaron,Brewer,274,73,10-28-1997
5626,4240123,Larrell,Murchison,297,74,04-24-1997
5627,4259568,Isaiah,Wilson,330,79,02-12-1999
5628,4362441,Anthony,McKinney,316,79,10-25-1997
5629,4040762,Rashad,Smith,220,73,04-20-1997
5630,3930048,Willington,Previlon,287,77,05-19-1997
5631,3930097,Farrod,Green,245,75,06-10-1997
5632,4046537,Josh,Metellus,207,71,01-21-1998
5633,3115949,Derwin,Gray,320,76,05-08-1991
5634,3916721,LeVante,Bellamy,190,70,11-26-1996
5635,3932422,Asmar,Bilal,230,74,04-12-1997
5636,4040640,Darius,Bradwell,235,72,05-15-1997
5637,3115492,Braxton,Hoyett,302,74,02-05-1996
5638,3040031,Nick,Thurman,305,76,06-12-1995
5639,4039010,Myles,Bryant,192,69,01-02-1998
5640,3917558,Brandon,Wright,182,70,02-18-1997
5641,4048718,Tyler,Hall,190,70,10-31-1998
5642,4360643,Delrick,Abrams,180,75,04-06-1997
5643,4038437,A.J.,Green III,198,74,06-09-1998
5644,3916129,Isaiah,Zuber,190,72,04-15-1997
5645,3928925,JaMycal,Hasty,205,68,09-12-1996
5646,4035389,Grayland,Arnold,187,70,09-04-1997
5647,3917849,Lawrence,Cager,220,77,08-20-1997
5648,4365493,Jessie,Lemonier,240,74,01-31-1997
5649,4039274,Jonathan,Ward,202,72,09-30-1997
5650,4035425,Saivion,Smith,200,73,11-05-1997
5651,3147988,Terrell,Bonds,182,68,07-22-1996
5652,4027919,Khalil,Dorsey,185,68,03-31-1998
5653,4034849,Lamar,Jackson,208,74,04-13-1998
5654,4243250,Javelin,Guidry,191,69,08-06-1998
5655,3932336,Francis,Bernard,241,73,04-08-1995
5656,4360328,Azur,Kamara,235,76,09-26-1998
5657,3120964,George,Obinna,240,75,08-23-1996
5658,3914450,Jovante,Moffatt,213,71,12-25-1996
5659,4048257,Curtis,Weaver,265,74,08-03-1998
5660,3895834,Jalen,Dalton,300,78,08-04-1997
5661,3912347,Gavin,Heslop,195,72,11-13-1997
5662,3915427,Patrick,Carr,207,68,09-22-1995
5663,3894912,Tyron,Johnson,193,73,01-08-1996
5664,3924318,Emanuel,Hall,195,75,05-21-1997
5665,3821572,Jace,Whittaker,185,71,07-16-1995
5666,4040901,JuJu,Hughes,191,71,07-19-1998
5667,4040623,Austin,Mack,215,74,08-31-1997
5668,2578317,Tre,Roberson,205,72,10-22-1992
5669,4042808,Artavis,Pierce,215,71,05-17-1996
5670,3930024,Ron'Dell,Carter,269,75,07-03-1997
5671,3916744,Luke,Juriga,301,76,06-07-1997
5672,4042112,Adrian,Killins,164,68,01-02-1998
5673,2974503,Reggie,Begelton,200,72,08-31-1993
5674,4035577,De'Jon,Harris,245,72,11-01-1997
5675,3048898,Elliott,Fry,170,72,12-12-1994
5676,4368796,Josh,Pearson,205,76,06-13-1997
5677,4036924,Elijah,Riley,205,72,06-12-1998
5678,4035112,Trystan,Colon,313,75,03-23-1998
5679,3116134,Nate,Hall,231,74,04-06-1996
5680,3914456,Tyshun,Render,245,76,03-28-1997
5681,4243315,Salvon,Ahmed,197,71,12-30-1998
5682,2573307,Marcus,Henry,303,74,02-11-1993
5683,3915990,Joe,Gaziano,280,76,09-27-1996
5684,3895791,Dane,Jackson,180,71,11-29-1996
5685,4374496,DeMichael,Harris,178,68,07-12-1998
5686,3915508,Rashod,Berry,255,76,10-14-1996
5687,3914534,Jeremy,Cox,226,72,08-16-1996
5688,4036153,Kristian,Welch,240,75,05-24-1998
5689,3910402,Elijah,Benton,205,73,09-05-1996
5690,3129307,Sam,Mustipher,332,74,08-13-1996
5691,3135726,Jon,Brown,194,70,12-07-1992
5692,4035299,Benito,Jones,335,73,11-27-1997
5693,3923413,Chapelle,Russell,230,73,01-20-1997
5694,3919607,Darrion,Daniels,311,75,12-04-1997
5695,3919510,Alex,Bachman,190,72,05-29-1996
5696,4408979,Austin,Edwards,268,75,08-27-1997
5697,3042619,Winston,Rose,180,72,11-29-1993
5698,3122690,Henry,Mondeaux,280,77,09-19-1995
5699,3929645,Juwan,Johnson,231,76,09-13-1996
5700,2591718,Marken,Michel,191,71,07-06-1993
5701,17480,Sergio,Castillo,195,71,11-01-1990
5702,3053760,Jeff,Badet,179,73,08-02-1994
5703,3915821,Tony,Brown,195,73,08-08-1997
5704,3928920,Henry,Black,204,72,01-03-1997
5705,4040975,Jared,Mayden,205,72,06-24-1998
5706,3917159,Josh,Thomas,205,72,11-19-1996
5707,3908608,Luther,Kirk IV,195,74,11-07-1996
5708,3115317,Derrick,Moncrief,220,74,06-25-1993
5709,4036213,Antoine,Brooks Jr.,210,71,10-28-1997
5710,3915190,Jayson,Stanley,207,74,04-24-1997
5711,4035426,Stephen,Sullivan,245,77,11-28-1996
5712,3917576,Michael,Jacquet,201,74,01-29-1997
5713,3929834,Raequan,Williams,305,76,02-14-1997
5714,4240024,Stanford,Samuels,187,73,02-23-1999
5715,3915285,Wyatt,Ray,250,75,10-24-1996
5716,4374269,Teair,Tart,304,74,02-28-1997
5717,3912245,Lachavious,Simmons,315,77,09-12-1996
5718,4032052,Dieter,Eiselen,320,76,06-10-1996
5719,4362648,Badara,Traore,320,79,03-12-1997
5720,4249092,Josh,Nurse,197,75,07-17-1996
5721,3045160,Jaryd,Jones-Smith,320,79,09-03-1995
5722,3045246,Hunter,Niswander,243,76,11-26-1994
5723,4038539,Sewo,Olonilua,240,75,11-27-1997
5724,3915145,Kirk,Merritt,214,73,01-05-1997
5725,3924319,Terez,Hall,240,74,11-18-1996
5726,3910176,Kristian,Wilkerson,214,73,01-10-1997
5727,2976213,Michael,Dunn,315,77,08-28-1994
5728,3915174,Terry,Godwin,185,71,10-23-1996
5729,4032758,Kyle,Murphy,302,76,05-18-1998
5730,3138744,Chris,Myarick,261,77,10-06-1995
5731,4036959,Cole,Christiansen,230,73,07-30-1997
5732,3929658,Rob,Windsor,288,78,01-15-1997
5733,3915536,Mike,Weber,211,70,08-27-1997
5734,3917012,J.R.,Reed,194,73,03-11-1996
5735,3674831,Breiden,Fehoko,300,75,10-15-1996
5736,4030955,Niko,Lalos,269,77,06-25-1997
5737,4041572,Kameron,Cline,283,76,02-19-1998
5738,3926936,Reid,Sinnett,225,76,02-05-1997
5739,3700815,Kendall,Hinton,195,72,02-19-1997
5740,3124889,Chris,Edwards,215,74,12-23-1992
5741,3919107,Herb,Miller,190,74,11-11-1997
5742,3049290,Kevin,Rader,250,76,04-26-1995
5743,3119215,Anthony,Coyle,300,77,09-19-1996
5744,3039713,R.J.,Prince,311,78,04-19-1995
5745,3895827,Ty'Son,Williams,220,72,09-04-1996
5746,3895837,Aaron,Crawford,319,73,11-04-1997
5747,3910148,Aaron,Adeoye,260,78,08-26-1993
5748,3915184,Nick,Moore,260,74,12-09-1992
5749,3915186,Chauncey,Rivers,259,74,06-12-1997
5750,4035671,Tyler,Huntley,196,73,02-03-1998
5751,4030779,Bobby,Price,205,76,04-25-1998
5752,3917569,Ja'Marcus,Bradley,198,72,12-11-1996
5753,3052527,Nate,Holley,210,73,12-05-1994
5754,3932901,Elijah,Campbell,195,71,08-24-1995
5755,3116144,Clayton,Thorson,222,76,06-15-1995
5756,4036129,Dominique,Dafney,235,75,06-03-1997
5757,3128444,Matthew,Wright,174,71,03-22-1996
5758,3053774,Austin,MacGinnis,185,70,05-04-1995
5759,3910754,Anthony,Chesley,190,72,05-31-1996
5760,3911073,Jarren,Williams,190,71,07-18-1997
5761,3892773,Blake,Lynch,225,75,02-14-1997
5762,4035113,Tre'Vour,Wallace-Simms,330,77,09-25-1997
5763,3928926,Jameson,Houston,200,71,06-30-1996
5764,4036507,Joe,Bachie,235,74,02-26-1998
5765,3126302,Willie,Wright,300,75,02-25-1996
5766,4335942,Dakoda,Shepley,290,77,12-27-1994
5767,4241940,Javon,Leake,206,72,08-01-1998
5768,3128268,Tegray,Scales,238,73,05-10-1996
5769,4611153,Taylor,Russolino,170,72,05-23-1989
5770,3930912,Zack,Johnson,315,78,01-19-1997
5771,4039292,Alexander,Myres,192,71,04-20-1996
5772,3911982,Auzoyah,Alufohai,320,76,10-16-1996
5773,3915436,Steven,Montez,230,77,01-14-1997
5774,4239083,Michael,Warren II,222,71,11-12-1998
5775,3122169,Emmanuel,Smith,240,74,07-25-1995
5776,3895835,Jake,Bargas,250,74,11-28-1996
5777,4041703,Matt,Cole,197,70,11-07-1996
5778,4043618,Omari,Cobb,223,76,05-31-1997
5779,4052137,Chris,Rowland,170,68,12-19-1997
5780,4040621,Keandre,Jones,220,75,09-24-1997
5781,3121378,Matt,Sokol,258,77,11-09-1995
5782,3928928,Clay,Johnston,232,73,08-08-1996
5783,3125999,Nate,Becker,258,77,03-24-1996
5784,4040629,Antonio,Williams,215,71,10-22-1997
5785,3923392,Mitchell,Wilcox,250,76,11-07-1996
5786,3116135,Blake,Hance,310,77,01-11-1996
5787,3676763,Cordel,Iwuagwu,313,75,09-04-1996
5788,4682831,Kyle,Hinton,315,74,02-27-1998
5789,4241221,Walter,Palmore,320,76,08-09-1996
5790,3886826,Benning,Potoa'e,290,75,09-17-1996
5791,3915772,Jared,Pinkney,257,76,08-21-1997
5792,4037481,Devin,Gray,192,72,06-15-1995
5793,4038533,Darius,Anderson,212,71,09-10-1997
5794,4032484,John,Brannon,190,72,03-10-1998
5795,3675812,Bryce,Perkins,214,75,12-20-1996
5796,3127313,Tristan,Vizcaino,205,74,07-31-1996
5797,4047667,Josiah,Coatney,325,76,01-04-1996
5798,3791110,Tommy,Stevens,235,77,12-15-1996
5799,4046676,Tony,Jones Jr.,224,71,11-24-1997
5800,3929818,Andrew,Dowell,225,73,11-16-1996
5801,4035518,Prince Tega,Wanogho,308,77,11-22-1997
5802,4036138,Cedrick,Lattimore,300,75,02-06-1998
5803,3924367,Kyle,Markway,250,76,03-04-1997
5804,3920823,Javon,Hagan,215,72,02-22-1997
5805,4243333,Joe,Tryon-Shoyinka,259,77,04-30-1999
5806,3126490,Donell,Stanley,324,76,06-27-1995
5807,3920591,Nick,Leverett,310,76,01-11-1997
5808,4034946,Kyle,Trask,236,77,03-06-1998
5809,4038828,Sadarius,Hutcherson,321,75,04-22-1998
5810,4240255,Grant,Stuard,230,71,10-15-1998
5811,4242391,Robert,Hainsey,306,76,08-12-1998
5812,4242521,K.J.,Britt,235,72,06-04-1999
5813,4243830,Jaelon,Darden,175,68,01-14-1999
5814,4035840,Osa,Odighizuwa,280,74,08-13-1998
5815,4361423,Micah,Parsons,245,75,05-26-1999
5816,4034843,Matt,Farniok,316,77,09-26-1997
5817,4035626,Josh,Ball,304,80,05-15-1998
5818,4036132,Chauncey,Golston,268,77,02-10-1998
5819,4040940,Jabril,Cox,235,75,04-16-1998
5820,4043158,T.J.,Vasher,210,77,08-29-1998
5821,4259978,Quinton,Bohanna,360,76,03-16-1999
5822,4360739,Simi,Fehoko,218,76,11-05-1997
5823,4362629,Kelvin,Joseph,192,73,11-11-2000
5824,4362855,Israel,Mukuamu,205,76,11-28-1999
5825,4570470,Nahshon,Wright,185,76,09-23-1998
5826,4360248,Kyle,Pitts,246,78,10-06-2000
5827,4372093,Jalen,Mayfield,319,77,05-23-2000
5828,3072765,Cameron,Nizialek,200,74,03-10-1995
5829,3144991,Parker,Hesse,261,75,05-26-1995
5830,4034948,Feleipe,Franks,234,78,12-22-1997
5831,4039553,Ryan,Becker,255,78,12-23-1997
5832,4042119,Richie,Grant,200,72,11-09-1997
5833,4046693,Adetokunbo,Ogundeji,268,76,10-09-1998
5834,4047836,Frank,Darby,200,73,09-08-1997
5835,4048259,Avery,Williams,195,69,07-15-1998
5836,4240074,Dorian,Etheridge,230,75,11-21-1998
5837,4242553,Drew,Dalman,300,75,10-15-1998
5838,4261606,Darren,Hall,190,72,05-02-2000
5839,4262197,Ta'Quon,Graham,294,76,12-01-1998
5840,4241478,DeVonta,Smith,170,72,11-14-1998
5841,3916564,Tyree,Jackson,249,79,11-07-1997
5842,4034862,Jack,Stoll,247,76,01-28-1998
5843,4035624,Landon,Dickerson,332,78,09-30-1998
5844,4045161,Zech,McPhearson,191,71,03-21-1998
5845,4052031,Tarron,Jackson,254,74,06-22-1998
5846,4239699,Milton,Williams,290,75,04-06-1999
5847,4243218,Marlon,Tuipulotu,307,74,05-31-1999
5848,4243916,Patrick,Johnson,248,74,01-10-1998
5849,4369247,Mac,McCain III,175,72,02-06-1998
5850,4371733,Kenneth,Gainwell,200,69,03-14-1999
5851,4371989,Arryn,Siposs,212,74,11-25-1992
5852,4362506,Greg,Rousseau,266,78,04-05-2000
5853,4030899,Spencer,Brown,311,80,02-28-1998
5854,4036060,Damar,Hamlin,200,72,03-24-1998
5855,4037239,Boogie,Basham,274,75,12-16-1997
5856,4038986,Tommy,Doyle,320,80,05-06-1998
5857,4039307,Marquez,Stevenson,180,70,03-26-1998
5858,4420894,Christian,Wade,196,69,05-15-1991
5859,4240548,Kendrick,Green,315,76,12-22-1998
5860,4240920,Dan,Moore Jr.,315,77,09-28-1998
5861,4241396,Tre,Norwood,194,72,04-19-1999
5862,4241457,Najee,Harris,242,73,03-09-1998
5863,4361411,Pat,Freiermuth,258,77,10-25-1998
5864,2978524,Christian,Kuntz,228,73,04-13-1994
5865,4035103,DeMarkus,Acy,195,74,04-29-1998
5866,4035798,Isaiahh,Loudermilk,293,79,10-10-1997
5867,4046688,Jamir,Jones,255,75,06-14-1998
5868,4240485,Pressley,Harvin III,255,72,09-17-1998
5869,4240900,Buddy,Johnson,240,74,02-27-1999
5870,4362628,Ja'Marr,Chase,201,72,03-01-2000
5871,3126245,Donnie,Lewis Jr.,190,72,07-21-1996
5872,4036169,Nick,McCloud,190,73,07-09-1998
5873,4038565,D'Ante,Smith,309,77,06-09-1998
5874,4046530,Chris,Evans,215,71,10-05-1997
5875,4241344,Wyatt,Hubert,260,75,06-13-1998
5876,4242228,Tyler,Shelvin,346,75,07-22-1998
5877,4243923,Cam,Sample,272,75,09-20-1999
5878,4360234,Evan,McPherson,185,71,07-21-1999
5879,4360320,Jackson,Carman,322,77,01-22-2000
5880,4361787,Trey,Hill,335,76,01-23-2000
5881,4362094,Joseph,Ossai,263,76,04-12-2000
5882,4370351,Darius,Hodge,245,73,07-03-1998
5883,3930270,Blake,Brandel,315,79,01-23-1997
5884,4035537,Kene,Nwangwu,210,73,02-09-1998
5885,4035604,Janarius,Robinson,260,77,05-04-1998
5886,4035861,Camryn,Bynum,200,72,07-19-1998
5887,4036063,Pat,Jones II,264,76,09-29-1998
5888,4036149,Nate,Stanley,233,76,08-26-1997
5889,4037521,Chazz,Surratt,233,74,02-16-1997
5890,4239406,Blake,Proehl,190,73,01-12-1999
5891,4240573,Ihmir,Smith-Marsette,185,73,08-29-1999
5892,4240716,Jaylen,Twyman,285,74,07-19-1999
5893,4240904,Kellen,Mond,211,75,06-22-1999
5894,4241999,Wyatt,Davis,315,76,02-17-1999
5895,4242495,Jordon,Scott,326,73,10-25-1998
5896,4361985,Christian,Darrisaw,315,77,06-02-1999
5897,4361662,Alim,McNeill,315,74,05-11-2000
5898,4373825,Penei,Sewell,335,77,10-09-2000
5899,2980138,Scott,Daly,245,73,02-07-1994
5900,3910630,Charlie,Taumoepeau,240,75,03-25-1998
5901,4039020,Levi,Onwuzurike,290,75,03-02-1998
5902,4046592,AJ,Parker,178,71,02-15-1998
5903,4046691,Tommy,Kraemer,316,78,04-16-1998
5904,4240401,Ifeatu,Melifonwu,210,75,05-02-1999
5905,4260409,Derrick,Barnes,240,72,05-29-1999
5906,4373578,Jerry,Jacobs,203,71,09-26-1997
5907,4374033,Jermar,Jefferson,215,70,04-15-2000
5908,4374302,Amon-Ra,St. Brown,202,72,10-24-1999
5909,4422214,Trinity,Benson,180,72,01-16-1997
5910,4242488,Deommodore,Lenoir,200,70,10-06-1999
5911,3886598,Jauan,Jennings,212,75,07-10-1997
5912,4043041,Jaylon,Moore,311,76,01-09-1998
5913,4241401,Trey,Sermon,215,72,01-30-1999
5914,4241555,Elijah,Mitchell,200,70,05-02-1998
5915,4242390,Aaron,Banks,325,77,09-03-1997
5916,4258209,Ambry,Thomas,190,72,09-09-1999
5917,4360853,Talanoa,Hufanga,200,72,02-01-2000
5918,4383351,Trey,Lance,226,76,05-09-2000
5919,3675550,Tommy,Hudson,255,77,02-22-1997
5920,4030915,Briley,Moore,250,76,01-13-1998
5921,4035098,Tucker,McCann,218,72,11-10-1997
5922,4036076,Rashad,Weaver,259,76,11-10-1997
5923,4038944,Brady,Breeze,205,72,10-09-1997
5924,4040945,Dillon,Radunz,301,78,03-28-1998
5925,4240692,Monty,Rice,233,72,01-08-1999
5926,4240859,Caleb,Farley,197,74,11-02-1998
5927,4242231,Racey,McMath,217,75,06-14-1999
5928,4243328,Elijah,Molden,192,70,01-30-1999
5929,4379504,Mekhi,Sargent,208,68,10-08-1997
5930,4408915,Brandon,Kemp,310,79,01-18-1997
5931,4240595,Marco,Wilson,191,72,03-03-1999
5932,4244606,Zaven,Collins,260,76,05-19-1999
5933,4372485,Rondale,Moore,180,67,06-09-2000
5934,4037485,Bruno,Labelle,247,76,06-03-1997
5935,4240464,Victor,Dimukeje,262,74,11-18-1999
5936,4258194,Kwity,Paye,265,75,11-19-1998
5937,4034530,Chris,Williams,302,75,06-16-1998
5938,4035221,Quartney,Davis,200,73,04-07-1998
5939,4039160,Kylen,Granson,242,75,03-27-1998
5940,4045176,Will,Fries,305,78,04-04-1998
5941,4046652,Chris,Wilcox,195,74,10-30-1997
5942,4241820,Sam,Ehlinger,225,74,09-30-1998
5943,4242659,Dayo,Odeyingbo,286,78,09-24-1999
5944,4589245,Mike,Strachan,225,77,08-13-1997
5945,3916587,Tyler,Mabry,247,75,11-21-1996
5946,4034962,Stone,Forsythe,307,80,12-29-1997
5947,4035173,Nigel,Warrior,197,73,12-14-1997
5948,4035870,Jake,Curhan,316,78,02-09-1998
5949,4043016,Dee,Eskridge,190,69,03-23-1997
5950,4241373,Tre,Brown,185,70,09-24-1997
5951,4258485,Jon,Rhattigan,236,72,02-02-1999
5952,4262199,Sam,Cosmi,309,78,02-16-1999
5953,4361577,Dyami,Brown,195,72,11-01-1999
5954,3148929,Sammis,Reyes,260,77,10-19-1995
5955,4045169,Shaka,Toney,238,74,01-07-1998
5956,4046543,Camaron,Cheeseman,237,76,04-26-1998
5957,4048228,John,Bates,259,78,11-06-1997
5958,4239088,Darrick,Forrest,200,71,05-22-1999
5959,4240778,Jamin,Davis,234,75,12-12-1998
5960,4258206,Benjamin,St-Juste,200,75,09-08-1997
5961,4362452,Jaret,Patterson,195,68,12-23-1999
5962,4373642,Dax,Milne,190,72,06-23-1999
5963,4686421,David,Bada,293,76,04-24-1995
5964,4242283,Rashawn,Slater,315,76,03-26-1999
5965,4363034,Asante,Samuel Jr.,180,70,10-03-1999
5966,4036141,Nick,Niemann,244,75,12-02-1997
5967,4038432,Amen,Ogbongbemiga,231,72,09-04-1998
5968,4240023,Tre',McKitty,246,76,01-12-1999
5969,4240475,Chris,Rumph II,244,74,10-19-1998
5970,4240800,Brenden,Jaimes,300,77,05-28-1999
5971,4241205,Larry,Rountree III,210,70,02-13-1999
5972,4242433,Joshua,Palmer,210,73,09-22-1999
5973,4243831,Kemon,Hall,190,71,06-02-1997
5974,4259570,Mark,Webb Jr.,207,73,09-10-1998
5975,4879278,Damon,Lloyd,235,72,05-08-1998
5976,4362847,Jaycee,Horn,200,73,11-26-1999
5977,4040962,Deonte,Brown,335,76,01-15-1998
5978,4241416,Chuba,Hubbard,210,73,06-11-1999
5979,4241455,Thomas,Fletcher,235,73,10-01-1998
5980,4243332,Keith,Taylor Jr.,195,75,05-03-1999
5981,4256062,Brady,Christensen,300,78,09-27-1996
5982,4259499,Shi,Smith,190,70,10-26-1998
5983,4259989,Phil,Hoskins,280,77,01-02-1997
5984,4360484,Daviyon,Nixon,305,75,12-13-1998
5985,4362630,Terrace,Marshall Jr.,200,74,06-09-2000
5986,4372780,Tommy,Tremble,250,76,06-02-2000
5987,4240030,Hamsah,Nasirildeen,215,75,01-17-1999
5988,4259646,Alijah,Vera-Tucker,308,77,06-17-1999
5989,4361259,Zach,Wilson,214,74,08-03-1999
5990,4361331,Jamien,Sherwood,216,74,01-12-2000
5991,4372414,Elijah,Moore,180,70,03-27-2000
5992,4567979,Brandin,Echols,175,70,10-16-1997
5993,3919602,Matt,Ammendola,195,69,12-11-1996
5994,4035590,Jonathan,Marshall,310,75,09-16-1997
5995,4039403,Teton,Saltes,300,76,05-04-1998
5996,4239965,Zane,Lewis,190,73,04-06-1998
5997,4240456,Michael,Carter II,184,70,03-08-1999
5998,4240657,Michael,Carter,201,68,05-07-1999
5999,4240706,Jason,Pinnock,205,72,06-30-1999
6000,4255989,Isaiah,Dunn,193,72,01-31-1999
6001,4360728,Parker,Ferguson,290,77,05-16-1999
6002,4040805,Roy,Lopez,318,74,08-07-1997
6003,4241807,Garret,Wallow,230,74,01-25-1999
6004,4242546,Davis,Mills,225,76,10-21-1998
6005,4258173,Nico,Collins,215,76,03-19-1999
6006,4362504,Brevin,Jordan,245,75,07-16-2000
6007,4360310,Trevor,Lawrence,220,78,10-06-1999
6008,4034957,Jordan,Smith,250,78,04-10-1998
6009,4040612,Luke,Farrell,250,77,10-14-1997
6010,4239996,Travis,Etienne Jr.,215,70,01-26-1999
6011,4241471,Dylan,Moses,240,75,05-25-1998
6012,4242554,Walker,Little,325,79,04-01-1999
6013,4259647,Jay,Tufele,305,75,07-25-1999
6014,4361939,Andre,Cisco,210,72,03-23-2000
6015,4379397,Tyson,Campbell,195,73,03-17-2000
6016,4241385,Creed,Humphrey,302,76,06-28-1999
6017,4242459,Trey,Smith,321,78,06-16-1999
6018,4362759,Nick,Bolton,237,71,03-10-2000
6019,3932335,Zayne,Anderson,206,74,01-03-1997
6020,4240026,Joshua,Kaindoh,260,78,12-27-1998
6021,4240472,Noah,Gray,240,75,04-30-1999
6022,4259547,Malik,Herring,275,75,11-09-1997
6023,4408854,Jody,Fortson,226,76,12-07-1995
6024,4258599,Jeremiah,Owusu-Koramoah,221,74,11-04-1999
6025,4361266,Greg,Newsome II,192,72,05-18-2000
6026,2968282,Connor,Davis,271,80,10-20-1994
6027,4035826,Demetric,Felton Jr.,185,69,07-16-1998
6028,4039467,Tre,Harbison,218,71,07-01-1998
6029,4240686,Richard,LeCounte III,196,71,09-11-1998
6030,4241822,Chris,Naggar,193,71,12-09-1997
6031,4245655,Tony,Fields II,222,72,06-18-1999
6032,4258181,James,Hudson III,313,77,05-13-1999
6033,4361366,Tommy,Togiai,296,74,09-19-1999
